,PLVAR,OTYPE,OBJID,SUBTY,ISTAT,BEGDA,ENDDA,VARYF,SEQNR,INFTY,OTJID,AEDTM,UNAME,REASN,HISTO,ITXNR,CC_ID,CC_TYPE,CC_INDEX,TABNR,ODQ_CHANGEMODE,ODQ_ENTITYCNTR,LOAD_DATE
34,01,O1,50000639,,1,2012-11-28,2013-09-08,,000,1846,O150000639,2013-09-09,20026590,,,00000000,0000000009,RC,001,RP3-----100A00000000000000004485,,0,2019-07-29 19:49:57.250
35,01,O1,50000639,,1,2012-11-28,2013-09-08,,001,1846,O150000639,2013-09-09,20026590,,,00000000,0000000009,RC,002,RP3-----100A00000000000000004486,,0,2019-07-29 19:49:57.250
36,01,O1,50000639,,1,2012-11-28,2013-09-08,,002,1846,O150000639,2013-09-09,20026590,,,00000000,0000000001,IC,003,RP3-----100A00000000000000004487,,0,2019-07-29 19:49:57.250
37,01,O1,50000639,,1,2012-11-28,2013-09-08,,003,1846,O150000639,2013-09-09,20026590,,,00000000,0000000003,IC,001,RP3-----100A00000000000000004488,,0,2019-07-29 19:49:57.250
38,01,O1,50000639,,1,2012-11-28,2013-09-08,,004,1846,O150000639,2013-09-09,20026590,,,00000000,0000000003,IC,002,RP3-----100A00000000000000004489,,0,2019-07-29 19:49:57.250
39,01,O1,50000639,,1,2012-11-28,2013-09-08,,005,1846,O150000639,2013-09-09,20026590,,,00000000,0000000003,IC,005,RP3-----100A00000000000000004490,,0,2019-07-29 19:49:57.250
40,01,O1,50000639,,1,2012-11-28,2013-09-08,,006,1846,O150000639,2013-09-09,20026590,,,00000000,0000000005,IC,004,RP3-----100A00000000000000004491,,0,2019-07-29 19:49:57.250
41,01,O1,50000640,,1,2012-11-28,2013-03-03,,000,1846,O150000640,2013-03-04,20026590,,,00000000,0000000002,RC,001,RP3-----100A00000000000000004493,,0,2019-07-29 19:49:57.250
42,01,O1,50000640,,1,2012-11-28,2013-03-03,,001,1846,O150000640,2013-03-04,20026590,,,00000000,0000000001,IC,002,RP3-----100A00000000000000004494,,0,2019-07-29 19:49:57.250
43,01,O1,50000640,,1,2012-11-28,2013-03-03,,002,1846,O150000640,2013-03-04,20026590,,,00000000,0000000003,IC,001,RP3-----100A00000000000000004495,,0,2019-07-29 19:49:57.250
44,01,O1,50000640,,1,2012-11-28,2013-03-03,,003,1846,O150000640,2013-03-04,20026590,,,00000000,0000000007,IC,003,RP3-----100A00000000000000004496,,0,2019-07-29 19:49:57.250
45,01,O1,50000641,,1,2012-11-28,2013-03-03,,000,1846,O150000641,2013-03-04,20026590,,,00000000,0000000004,RC,001,RP3-----100A00000000000000004498,,0,2019-07-29 19:49:57.250
46,01,O1,50000641,,1,2012-11-28,2013-03-03,,001,1846,O150000641,2013-03-04,20026590,,,00000000,0000000004,RC,002,RP3-----100A00000000000000004499,,0,2019-07-29 19:49:57.250
47,01,O1,50000641,,1,2012-11-28,2013-03-03,,002,1846,O150000641,2013-03-04,20026590,,,00000000,0000000001,IC,004,RP3-----100A00000000000000004500,,0,2019-07-29 19:49:57.250
48,01,O1,50000641,,1,2012-11-28,2013-03-03,,003,1846,O150000641,2013-03-04,20026590,,,00000000,0000000007,IC,003,RP3-----100A00000000000000004501,,0,2019-07-29 19:49:57.250
49,01,O1,50000641,,1,2012-11-28,2013-03-03,,004,1846,O150000641,2013-03-04,20026590,,,00000000,0000000008,IC,001,RP3-----100A00000000000000004502,,0,2019-07-29 19:49:57.250
50,01,O1,50000641,,1,2012-11-28,2013-03-03,,005,1846,O150000641,2013-03-04,20026590,,,00000000,0000000008,IC,002,RP3-----100A00000000000000004503,,0,2019-07-29 19:49:57.250
51,01,O1,50000642,,1,2012-11-28,2013-03-03,,000,1846,O150000642,2013-03-04,20026590,,,00000000,0000000001,IC,002,RP3-----100A00000000000000004505,,0,2019-07-29 19:49:57.250
52,01,O1,50000642,,1,2012-11-28,2013-03-03,,001,1846,O150000642,2013-03-04,20026590,,,00000000,0000000003,IC,001,RP3-----100A00000000000000004506,,0,2019-07-29 19:49:57.250
53,01,O1,50000642,,1,2012-11-28,2013-03-03,,002,1846,O150000642,2013-03-04,20026590,,,00000000,0000000007,IC,004,RP3-----100A00000000000000004507,,0,2019-07-29 19:49:57.250
54,01,O1,50000642,,1,2012-11-28,2013-03-03,,003,1846,O150000642,2013-03-04,20026590,,,00000000,0000000008,IC,003,RP3-----100A00000000000000004508,,0,2019-07-29 19:49:57.250
55,01,O1,50000642,,1,2012-11-28,2013-03-03,,004,1846,O150000642,2013-03-04,20026590,,,00000000,0000000005,RC,002,RP3-----100A00000000000000004509,,0,2019-07-29 19:49:57.250
56,01,O1,50000642,,1,2012-11-28,2013-03-03,,005,1846,O150000642,2013-03-04,20026590,,,00000000,0000000009,RC,001,RP3-----100A00000000000000004510,,0,2019-07-29 19:49:57.250
57,01,O1,50000643,,1,2012-11-28,9999-12-31,,000,1846,O150000643,2012-11-28,20026590,,,00000000,0000000004,RC,002,RP3-----100A00000000000000004512,,0,2019-07-29 19:49:57.250
58,01,O1,50000643,,1,2012-11-28,9999-12-31,,001,1846,O150000643,2012-11-28,20026590,,,00000000,0000000009,RC,001,RP3-----100A00000000000000004513,,0,2019-07-29 19:49:57.250
59,01,O1,50000643,,1,2012-11-28,9999-12-31,,002,1846,O150000643,2012-11-28,20026590,,,00000000,0000000001,IC,001,RP3-----100A00000000000000004514,,0,2019-07-29 19:49:57.250
60,01,O1,50000643,,1,2012-11-28,9999-12-31,,003,1846,O150000643,2012-11-28,20026590,,,00000000,0000000007,IC,002,RP3-----100A00000000000000004515,,0,2019-07-29 19:49:57.250
61,01,O1,50000643,,1,2012-11-28,9999-12-31,,004,1846,O150000643,2012-11-28,20026590,,,00000000,0000000007,IC,003,RP3-----100A00000000000000004516,,0,2019-07-29 19:49:57.250
62,01,O1,50000713,,1,2012-11-29,2013-03-03,,000,1846,O150000713,2013-03-04,20026590,,,00000000,0000000005,RC,001,RP3-----100A00000000000000004660,,0,2019-07-29 19:49:57.250
63,01,O1,50000713,,1,2012-11-29,2013-03-03,,001,1846,O150000713,2013-03-04,20026590,,,00000000,0000000005,RC,002,RP3-----100A00000000000000004661,,0,2019-07-29 19:49:57.250
64,01,O1,50000713,,1,2012-11-29,2013-03-03,,002,1846,O150000713,2013-03-04,20026590,,,00000000,0000000001,IC,002,RP3-----100A00000000000000004662,,0,2019-07-29 19:49:57.250
65,01,O1,50000713,,1,2012-11-29,2013-03-03,,003,1846,O150000713,2013-03-04,20026590,,,00000000,0000000003,IC,001,RP3-----100A00000000000000004663,,0,2019-07-29 19:49:57.250
66,01,O1,50000713,,1,2012-11-29,2013-03-03,,004,1846,O150000713,2013-03-04,20026590,,,00000000,0000000007,IC,003,RP3-----100A00000000000000004664,,0,2019-07-29 19:49:57.250
67,01,O1,50000714,,1,2012-11-29,2013-03-03,,000,1846,O150000714,2013-03-04,20026590,,,00000000,0000000009,RC,001,RP3-----100A00000000000000004666,,0,2019-07-29 19:49:57.250
68,01,O1,50000714,,1,2012-11-29,2013-03-03,,001,1846,O150000714,2013-03-04,20026590,,,00000000,0000000009,RC,002,RP3-----100A00000000000000004667,,0,2019-07-29 19:49:57.250
69,01,O1,50000714,,1,2012-11-29,2013-03-03,,002,1846,O150000714,2013-03-04,20026590,,,00000000,0000000001,IC,001,RP3-----100A00000000000000004668,,0,2019-07-29 19:49:57.250
70,01,O1,50000714,,1,2012-11-29,2013-03-03,,003,1846,O150000714,2013-03-04,20026590,,,00000000,0000000007,IC,002,RP3-----100A00000000000000004669,,0,2019-07-29 19:49:57.250
71,01,O1,50000714,,1,2012-11-29,2013-03-03,,004,1846,O150000714,2013-03-04,20026590,,,00000000,0000000007,IC,003,RP3-----100A00000000000000004670,,0,2019-07-29 19:49:57.250
72,01,O1,50000715,,1,2012-11-29,2013-03-03,,000,1846,O150000715,2013-03-04,20026590,,,00000000,0000000009,RC,001,RP3-----100A00000000000000004672,,0,2019-07-29 19:49:57.250
73,01,O1,50000715,,1,2012-11-29,2013-03-03,,001,1846,O150000715,2013-03-04,20026590,,,00000000,0000000009,RC,002,RP3-----100A00000000000000004673,,0,2019-07-29 19:49:57.250
74,01,O1,50000715,,1,2012-11-29,2013-03-03,,002,1846,O150000715,2013-03-04,20026590,,,00000000,0000000001,IC,002,RP3-----100A00000000000000004674,,0,2019-07-29 19:49:57.250
75,01,O1,50000715,,1,2012-11-29,2013-03-03,,003,1846,O150000715,2013-03-04,20026590,,,00000000,0000000003,IC,001,RP3-----100A00000000000000004675,,0,2019-07-29 19:49:57.250
76,01,O1,50000715,,1,2012-11-29,2013-03-03,,004,1846,O150000715,2013-03-04,20026590,,,00000000,0000000007,IC,003,RP3-----100A00000000000000004676,,0,2019-07-29 19:49:57.250
77,01,O1,50000716,,1,2012-11-29,2013-03-03,,000,1846,O150000716,2013-03-04,20026590,,,00000000,0000000004,RC,001,RP3-----100A00000000000000004678,,0,2019-07-29 19:49:57.250
78,01,O1,50000716,,1,2012-11-29,2013-03-03,,001,1846,O150000716,2013-03-04,20026590,,,00000000,0000000004,RC,002,RP3-----100A00000000000000004679,,0,2019-07-29 19:49:57.250
79,01,O1,50000716,,1,2012-11-29,2013-03-03,,002,1846,O150000716,2013-03-04,20026590,,,00000000,0000000001,IC,002,RP3-----100A00000000000000004680,,0,2019-07-29 19:49:57.250
80,01,O1,50000716,,1,2012-11-29,2013-03-03,,003,1846,O150000716,2013-03-04,20026590,,,00000000,0000000003,IC,001,RP3-----100A00000000000000004681,,0,2019-07-29 19:49:57.250
81,01,O1,50000716,,1,2012-11-29,2013-03-03,,004,1846,O150000716,2013-03-04,20026590,,,00000000,0000000008,IC,003,RP3-----100A00000000000000004682,,0,2019-07-29 19:49:57.250
82,01,O1,50000717,,1,2012-11-29,2013-03-03,,000,1846,O150000717,2013-03-04,20026590,,,00000000,0000000004,RC,001,RP3-----100A00000000000000004684,,0,2019-07-29 19:49:57.250
83,01,O1,50000717,,1,2012-11-29,2013-03-03,,001,1846,O150000717,2013-03-04,20026590,,,00000000,0000000004,RC,002,RP3-----100A00000000000000004685,,0,2019-07-29 19:49:57.250
84,01,O1,50000717,,1,2012-11-29,2013-03-03,,002,1846,O150000717,2013-03-04,20026590,,,00000000,0000000001,IC,002,RP3-----100A00000000000000004686,,0,2019-07-29 19:49:57.250
85,01,O1,50000717,,1,2012-11-29,2013-03-03,,003,1846,O150000717,2013-03-04,20026590,,,00000000,0000000003,IC,001,RP3-----100A00000000000000004687,,0,2019-07-29 19:49:57.250
86,01,O1,50000717,,1,2012-11-29,2013-03-03,,004,1846,O150000717,2013-03-04,20026590,,,00000000,0000000008,IC,003,RP3-----100A00000000000000004688,,0,2019-07-29 19:49:57.250
87,01,O1,50000718,,1,2012-11-29,2013-03-03,,000,1846,O150000718,2013-03-04,20026590,,,00000000,0000000004,RC,001,RP3-----100A00000000000000004690,,0,2019-07-29 19:49:57.250
88,01,O1,50000718,,1,2012-11-29,2013-03-03,,001,1846,O150000718,2013-03-04,20026590,,,00000000,0000000001,IC,002,RP3-----100A00000000000000004691,,0,2019-07-29 19:49:57.250
89,01,O1,50000718,,1,2012-11-29,2013-03-03,,002,1846,O150000718,2013-03-04,20026590,,,00000000,0000000003,IC,001,RP3-----100A00000000000000004692,,0,2019-07-29 19:49:57.250
90,01,O1,50000719,,1,2012-11-29,2013-03-03,,000,1846,O150000719,2013-03-04,20026590,,,00000000,0000000005,RC,001,RP3-----100A00000000000000004694,,0,2019-07-29 19:49:57.250
91,01,O1,50000719,,1,2012-11-29,2013-03-03,,001,1846,O150000719,2013-03-04,20026590,,,00000000,0000000001,IC,002,RP3-----100A00000000000000004695,,0,2019-07-29 19:49:57.250
92,01,O1,50000719,,1,2012-11-29,2013-03-03,,002,1846,O150000719,2013-03-04,20026590,,,00000000,0000000003,IC,001,RP3-----100A00000000000000004696,,0,2019-07-29 19:49:57.250
93,01,O1,50000720,,1,2012-11-29,9999-12-31,,000,1846,O150000720,2012-11-29,20026590,,,00000000,0000000009,RC,001,RP3-----100A00000000000000004698,,0,2019-07-29 19:49:57.250
94,01,O1,50000720,,1,2012-11-29,9999-12-31,,001,1846,O150000720,2012-11-29,20026590,,,00000000,0000000009,RC,002,RP3-----100A00000000000000004699,,0,2019-07-29 19:49:57.250
95,01,O1,50000720,,1,2012-11-29,9999-12-31,,002,1846,O150000720,2012-11-29,20026590,,,00000000,0000000001,IC,002,RP3-----100A00000000000000004700,,0,2019-07-29 19:49:57.250
96,01,O1,50000720,,1,2012-11-29,9999-12-31,,003,1846,O150000720,2012-11-29,20026590,,,00000000,0000000003,IC,001,RP3-----100A00000000000000004701,,0,2019-07-29 19:49:57.250
97,01,O1,50000720,,1,2012-11-29,9999-12-31,,004,1846,O150000720,2012-11-29,20026590,,,00000000,0000000003,IC,003,RP3-----100A00000000000000004702,,0,2019-07-29 19:49:57.250
98,01,O1,50000721,,1,2012-11-29,2013-09-08,,000,1846,O150000721,2013-09-09,20026590,,,00000000,0000000004,RC,003,RP3-----100A00000000000000004704,,0,2019-07-29 19:49:57.250
99,01,O1,50000721,,1,2012-11-29,2013-09-08,,001,1846,O150000721,2013-09-09,20026590,,,00000000,0000000009,RC,001,RP3-----100A00000000000000004705,,0,2019-07-29 19:49:57.250
100,01,O1,50000721,,1,2012-11-29,2013-09-08,,002,1846,O150000721,2013-09-09,20026590,,,00000000,0000000009,RC,002,RP3-----100A00000000000000004706,,0,2019-07-29 19:49:57.250
101,01,O1,50000721,,1,2012-11-29,2013-09-08,,003,1846,O150000721,2013-09-09,20026590,,,00000000,0000000001,IC,004,RP3-----100A00000000000000004707,,0,2019-07-29 19:49:57.250
102,01,O1,50000721,,1,2012-11-29,2013-09-08,,004,1846,O150000721,2013-09-09,20026590,,,00000000,0000000003,IC,001,RP3-----100A00000000000000004708,,0,2019-07-29 19:49:57.250
103,01,O1,50000721,,1,2012-11-29,2013-09-08,,005,1846,O150000721,2013-09-09,20026590,,,00000000,0000000003,IC,002,RP3-----100A00000000000000004709,,0,2019-07-29 19:49:57.250
104,01,O1,50000721,,1,2012-11-29,2013-09-08,,006,1846,O150000721,2013-09-09,20026590,,,00000000,0000000003,IC,003,RP3-----100A00000000000000004710,,0,2019-07-29 19:49:57.250
105,01,O1,50000721,,1,2012-11-29,2013-09-08,,007,1846,O150000721,2013-09-09,20026590,,,00000000,0000000007,IC,005,RP3-----100A00000000000000004711,,0,2019-07-29 19:49:57.250
106,01,O1,50000722,,1,2012-11-29,2013-03-03,,000,1846,O150000722,2013-03-04,20026590,,,00000000,0000000009,RC,001,RP3-----100A00000000000000004713,,0,2019-07-29 19:49:57.250
107,01,O1,50000722,,1,2012-11-29,2013-03-03,,001,1846,O150000722,2013-03-04,20026590,,,00000000,0000000009,RC,002,RP3-----100A00000000000000004714,,0,2019-07-29 19:49:57.250
108,01,O1,50000722,,1,2012-11-29,2013-03-03,,002,1846,O150000722,2013-03-04,20026590,,,00000000,0000000001,IC,005,RP3-----100A00000000000000004715,,0,2019-07-29 19:49:57.250
109,01,O1,50000722,,1,2012-11-29,2013-03-03,,003,1846,O150000722,2013-03-04,20026590,,,00000000,0000000003,IC,003,RP3-----100A00000000000000004716,,0,2019-07-29 19:49:57.250
110,01,O1,50000722,,1,2012-11-29,2013-03-03,,004,1846,O150000722,2013-03-04,20026590,,,00000000,0000000005,IC,001,RP3-----100A00000000000000004717,,0,2019-07-29 19:49:57.250
111,01,O1,50000722,,1,2012-11-29,2013-03-03,,005,1846,O150000722,2013-03-04,20026590,,,00000000,0000000005,IC,002,RP3-----100A00000000000000004718,,0,2019-07-29 19:49:57.250
112,01,O1,50000722,,1,2012-11-29,2013-03-03,,006,1846,O150000722,2013-03-04,20026590,,,00000000,0000000007,IC,006,RP3-----100A00000000000000004719,,0,2019-07-29 19:49:57.250
113,01,O1,50000722,,1,2012-11-29,2013-03-03,,007,1846,O150000722,2013-03-04,20026590,,,00000000,0000000008,IC,004,RP3-----100A00000000000000004720,,0,2019-07-29 19:49:57.250
114,01,O1,50000750,,1,2012-11-29,9999-12-31,,000,1846,O150000750,2012-11-29,20026590,,,00000000,0000000004,RC,001,RP3-----100A00000000000000004853,,0,2019-07-29 19:49:57.250
115,01,O1,50000750,,1,2012-11-29,9999-12-31,,001,1846,O150000750,2012-11-29,20026590,,,00000000,0000000004,RC,002,RP3-----100A00000000000000004854,,0,2019-07-29 19:49:57.250
116,01,O1,50000750,,1,2012-11-29,9999-12-31,,002,1846,O150000750,2012-11-29,20026590,,,00000000,0000000001,IC,002,RP3-----100A00000000000000004855,,0,2019-07-29 19:49:57.250
117,01,O1,50000750,,1,2012-11-29,9999-12-31,,003,1846,O150000750,2012-11-29,20026590,,,00000000,0000000003,IC,001,RP3-----100A00000000000000004856,,0,2019-07-29 19:49:57.250
118,01,O1,50000752,,1,2012-11-29,2013-09-08,,000,1846,O150000752,2013-09-09,20026590,,,00000000,0000000004,RC,002,RP3-----100A00000000000000004863,,0,2019-07-29 19:49:57.250
119,01,O1,50000752,,1,2012-11-29,2013-09-08,,001,1846,O150000752,2013-09-09,20026590,,,00000000,0000000009,RC,001,RP3-----100A00000000000000004864,,0,2019-07-29 19:49:57.250
120,01,O1,50000752,,1,2012-11-29,2013-09-08,,002,1846,O150000752,2013-09-09,20026590,,,00000000,0000000001,IC,001,RP3-----100A00000000000000004865,,0,2019-07-29 19:49:57.250
121,01,O1,50000752,,1,2012-11-29,2013-09-08,,003,1846,O150000752,2013-09-09,20026590,,,00000000,0000000003,IC,003,RP3-----100A00000000000000004866,,0,2019-07-29 19:49:57.250
122,01,O1,50000752,,1,2012-11-29,2013-09-08,,004,1846,O150000752,2013-09-09,20026590,,,00000000,0000000003,IC,004,RP3-----100A00000000000000004867,,0,2019-07-29 19:49:57.250
123,01,O1,50000752,,1,2012-11-29,2013-09-08,,005,1846,O150000752,2013-09-09,20026590,,,00000000,0000000007,IC,002,RP3-----100A00000000000000004868,,0,2019-07-29 19:49:57.250
124,01,O1,50000753,,1,2012-11-29,2013-09-08,,000,1846,O150000753,2013-09-09,20026590,,,00000000,0000000009,RC,001,RP3-----100A00000000000000004870,,0,2019-07-29 19:49:57.250
125,01,O1,50000753,,1,2012-11-29,2013-09-08,,001,1846,O150000753,2013-09-09,20026590,,,00000000,0000000009,RC,002,RP3-----100A00000000000000004871,,0,2019-07-29 19:49:57.250
126,01,O1,50000753,,1,2012-11-29,2013-09-08,,002,1846,O150000753,2013-09-09,20026590,,,00000000,0000000009,RC,003,RP3-----100A00000000000000004872,,0,2019-07-29 19:49:57.250
127,01,O1,50000753,,1,2012-11-29,2013-09-08,,003,1846,O150000753,2013-09-09,20026590,,,00000000,0000000001,IC,002,RP3-----100A00000000000000004873,,0,2019-07-29 19:49:57.250
128,01,O1,50000753,,1,2012-11-29,2013-09-08,,004,1846,O150000753,2013-09-09,20026590,,,00000000,0000000003,IC,001,RP3-----100A00000000000000004874,,0,2019-07-29 19:49:57.250
129,01,O1,50000753,,1,2012-11-29,2013-09-08,,005,1846,O150000753,2013-09-09,20026590,,,00000000,0000000003,IC,003,RP3-----100A00000000000000004875,,0,2019-07-29 19:49:57.250
130,01,O1,50000758,,1,2012-11-29,2013-08-15,,000,1846,O150000758,2013-08-16,20026590,,,00000000,0000000002,RC,001,RP3-----100A00000000000000004893,,0,2019-07-29 19:49:57.250
131,01,O1,50000758,,1,2012-11-29,2013-08-15,,003,1846,O150000758,2013-08-16,20026590,,,00000000,0000000001,IC,004,RP3-----100A00000000000000004896,,0,2019-07-29 19:49:57.250
132,01,O1,50000758,,1,2012-11-29,2013-08-15,,004,1846,O150000758,2013-08-16,20026590,,,00000000,0000000003,IC,001,RP3-----100A00000000000000004897,,0,2019-07-29 19:49:57.250
133,01,O1,50000758,,1,2012-11-29,2013-08-15,,005,1846,O150000758,2013-08-16,20026590,,,00000000,0000000003,IC,002,RP3-----100A00000000000000004898,,0,2019-07-29 19:49:57.250
134,01,O1,50000758,,1,2012-11-29,2013-08-15,,006,1846,O150000758,2013-08-16,20026590,,,00000000,0000000003,IC,003,RP3-----100A00000000000000004899,,0,2019-07-29 19:49:57.250
135,01,O1,50000758,,1,2012-11-29,2013-08-15,,007,1846,O150000758,2013-08-16,20026590,,,00000000,0000000002,RC,002,RP3-----100A00000000000000004900,,0,2019-07-29 19:49:57.250
136,01,O1,50000758,,1,2012-11-29,2013-08-15,,008,1846,O150000758,2013-08-16,20026590,,,00000000,0000000002,RC,003,RP3-----100A00000000000000004901,,0,2019-07-29 19:49:57.250
137,01,O1,50007107,,1,2015-10-21,9999-12-31,,000,1846,O150007107,2015-10-21,20013183,,,00000000,0000000002,RC,005,RP3-----100A00000000000000026998,,0,2019-07-29 19:49:57.250
